student_i,student_j,college_i,college_j,marks_i,marks_j,marks_diff,outcome_diff,weight
26509,487,514902_bpc,514901_mpc,46.0,52.5,-6.5,-14.0,0.8922889309138177
2939,34677,505602_bpc,505802_bpc,53.75,77.25,-23.5,-2.0,0.9251851255389999
23681,16320,506904_cec,507002_bpc,22.0,13.75,8.25,-25.442871,0.913657703802792
3010,39164,508102_bpc,507502_bpc,38.25,38.75,-0.5,12.0,0.8812354448970509
8185,17785,509202_bpc,508302_bpc,65.0,75.25,-10.25,-16.0,0.972005899730003
12794,12728,505501_mpc,505101_mpc,42.75,47.5,-4.75,9.0,0.8260404285312958
2840,2364,508002_bpc,508102_bpc,31.5,29.25,2.25,-4.0,0.9449441514522838
38466,20292,512901_mpc,505701_mpc,51.25,59.5,-8.25,10.0,0.9576583590487582
32302,22869,511603_mec,511401_mpc,35.0,37.5,-2.5,-17.0,0.7626257760957559
8450,19176,515002_bpc,508904_cec,28.75,26.25,2.5,-32.0,0.8822504984737918
9833,12606,513503_mec,513904_cec,6.25,11.25,-5.0,-20.0,0.9106412200179783
36876,25087,506701_mpc,506801_mpc,47.0,68.75,-21.75,0.0,0.6993241983088
16285,25135,509002_bpc,508801_mpc,19.75,6.25,13.5,9.0,0.8202065615201322
15001,8878,505501_mpc,505902_bpc,37.0,39.25,-2.25,2.0,0.827843205863876
1355,794,506802_bpc,506702_bpc,36.5,37.5,-1.0,12.0,0.6981713816287812
12898,22872,512802_bpc,513602_bpc,8.0,0.0,8.0,-6.0,0.8964211646010499
31741,26300,512801_mpc,512901_mpc,13.0,17.75,-4.75,-32.0,0.9945422838419391
21100,12836,509502_bpc,506201_mpc,6.25,13.25,-7.0,-10.0,0.947969772497504
38667,24600,503202_bpc,507401_mpc,38.75,38.75,0.0,-3.0,0.7432695637560721
20181,4962,506904_cec,506404_cec,26.25,21.25,5.0,3.0,0.8272769317034483
2500,21459,508801_mpc,509501_mpc,31.75,31.25,0.5,-6.0,0.9324768565014705
15074,1796,509002_bpc,509302_bpc,29.25,22.5,6.75,43.0,0.880731794092797
11631,12884,505101_mpc,505401_mpc,60.0,58.5,1.5,-1.0,0.9305199866645905
6041,1335,504504_cec,504702_bpc,50.75,59.0,-8.25,-18.442871,0.9057124814660733
6501,39019,505302_bpc,505501_mpc,12.5,11.5,1.0,-4.0,0.9324158732526905
30289,1363,508002_bpc,507602_bpc,35.0,30.25,4.75,17.0,0.8921864675781326
4162,20354,515002_bpc,508802_bpc,35.5,32.5,3.0,39.0,0.82926718880243
18096,26517,512902_bpc,513104_cec,28.5,20.0,8.5,44.0,0.8079846772032553
37508,13995,510102_bpc,513601_mpc,11.75,14.5,-2.75,15.0,0.9436291851275312
6025,37963,505102_bpc,505302_bpc,35.0,35.75,-0.75,-4.0,0.8226435327712035
6306,20669,509301_mpc,508401_mpc,39.5,44.25,-4.75,14.0,0.45678113240104296
4456,17382,508401_mpc,501903_mec,40.0,38.75,1.25,2.0,0.6126595922558704
13862,13963,504503_mec,504904_cec,22.75,15.75,7.0,-23.0,0.9186220671225007
6211,14441,505204_cec,506201_mpc,65.75,55.0,10.75,0.0,0.9504018527052478
35611,25551,507802_bpc,508101_mpc,66.25,61.25,5.0,5.0,0.9686691250275737
29837,20581,505301_mpc,505602_bpc,48.5,63.75,-15.25,1.0,0.7181165216928325
4974,26980,513103_mec,512801_mpc,39.5,35.0,4.5,22.0,0.6886410583289494
20977,5509,503602_bpc,503802_bpc,30.0,24.0,6.0,-11.0,0.6666479912230026
6108,2897,509201_mpc,509402_bpc,28.5,22.75,5.75,0.0,0.7972997956241302
14456,31396,512202_bpc,512402_bpc,34.0,21.5,12.5,-1.0,0.6453110147067639
1926,14150,514001_mpc,513602_bpc,47.5,41.25,6.25,38.0,0.6626102665368059
23533,18375,502201_mpc,501602_bpc,28.0,27.75,0.25,-31.0,0.9072654186344441
33541,35805,502004_cec,502202_bpc,32.5,28.75,3.75,17.0,0.825231863041788
337,14966,506002_bpc,506001_mpc,19.0,20.0,-1.0,-2.0,0.8389165033060793
9361,30622,511901_mpc,510101_mpc,27.5,21.25,6.25,-3.0,0.9347239282996871
19928,35613,503001_mpc,502801_mpc,61.25,52.5,8.75,-9.0,0.9461228217205935
38916,9919,507201_mpc,507301_mpc,61.25,60.0,1.25,1.0,0.9518355311412363
35272,12570,512201_mpc,512202_bpc,62.0,67.5,-5.5,21.0,0.9156136223482887
27011,1899,508904_cec,509104_cec,15.25,18.75,-3.5,2.0,0.9056808463205722
5063,5298,505101_mpc,505203_mec,20.0,25.75,-5.75,3.0,0.9318397615261266
1996,12239,505204_cec,505101_mpc,55.0,52.5,2.5,3.0,0.9158675976656637
1687,4303,508101_mpc,507601_mpc,27.5,23.75,3.75,21.0,0.9280077646054793
37804,4144,504701_mpc,504401_mpc,47.25,45.0,2.25,-22.0,0.8914642591414241
25051,10604,511702_bpc,513904_cec,0.0,11.25,-11.25,-32.0,0.9502001076933322
29291,8365,514502_bpc,514501_mpc,32.75,34.25,-1.5,9.0,0.8566147291626721
10172,7881,503801_mpc,504202_bpc,31.5,32.25,-0.75,12.0,0.7243823057128902
18222,90,512502_bpc,512702_bpc,41.25,39.0,2.25,-9.0,0.9074074971102264
15186,26328,513202_bpc,513704_cec,14.75,19.0,-4.25,30.0,0.9214548246906801
20669,8624,508401_mpc,504201_mpc,44.25,50.0,-5.75,-4.0,0.7782478346359498
15452,24964,512401_mpc,512202_bpc,17.75,15.25,2.5,7.0,0.9558081518124356
21280,17832,513903_mec,513602_bpc,21.25,23.75,-2.5,26.0,0.937857188119344
1946,4735,504202_bpc,504201_mpc,25.0,15.5,9.5,23.0,0.7688881421513207
30203,4836,503602_bpc,503802_bpc,47.5,40.0,7.5,6.0,0.8367962264385822
3859,29555,514601_mpc,514801_mpc,56.25,65.25,-9.0,-9.0,0.9596263753964879
10948,4409,503801_mpc,503101_mpc,35.75,26.25,9.5,3.0,0.748854155617525
18998,12155,508301_mpc,509001_mpc,69.75,78.75,-9.0,21.0,0.9534607245522604
13572,11673,502004_cec,502101_mpc,33.75,29.0,4.75,19.0,0.7827575289265472
17177,5817,506702_bpc,506602_bpc,57.25,50.0,7.25,-9.0,0.8828319291292487
17163,7677,511901_mpc,512401_mpc,36.25,30.5,5.75,16.0,0.8300234359255141
27896,4729,512902_bpc,512802_bpc,40.75,42.75,-2.0,24.0,0.8310297475804327
31866,21982,511401_mpc,511201_mpc,41.25,40.0,1.25,-2.0,0.8882097233196439
29743,2958,503102_bpc,503201_mpc,57.5,61.25,-3.75,4.0,0.8735258093666823
14583,38428,511402_bpc,511401_mpc,27.75,26.25,1.5,-1.0,0.837733654107864
32531,15491,501903_mec,501602_bpc,69.75,67.25,2.5,5.0,0.9544237264590902
11137,3585,505102_bpc,514402_bpc,6.25,1.0,5.25,11.0,0.8808179055693249
3445,3809,508702_bpc,508401_mpc,51.25,65.0,-13.75,6.0,0.912457968922354
22973,16886,502005_hec,501904_cec,15.25,26.25,-11.0,-27.0,0.8817050966956889
38902,5005,505601_mpc,505301_mpc,35.0,37.5,-2.5,-15.0,0.8102862569303712
3406,318,502802_bpc,502505_hec,13.75,11.5,2.25,21.0,0.9396105235099486
14594,32497,512201_mpc,510101_mpc,64.0,65.25,-1.25,-30.0,0.9523890454652881
23203,8966,508201_mpc,508101_mpc,31.25,29.0,2.25,-24.0,0.9245635199962761
31746,7605,507302_bpc,507301_mpc,26.25,28.5,-2.25,-7.0,0.8989603884344572
14802,17158,507301_mpc,506502_bpc,27.75,25.5,2.25,-21.0,0.9182511659697009
30294,6025,505502_bpc,505102_bpc,34.0,35.0,-1.0,21.0,0.9378864935077632
5341,7318,509302_bpc,508402_bpc,52.5,62.5,-10.0,12.0,0.9145631235283669
5938,9703,510102_bpc,512104_cec,21.25,25.25,-4.0,6.0,0.9193449890190588
559,29928,511202_bpc,511304_cec,29.25,28.75,0.5,-7.0,0.8620285253400843
26681,10118,514702_bpc,514802_bpc,32.75,31.25,1.5,-13.0,0.7630685570852845
31935,33816,505502_bpc,505501_mpc,26.75,23.75,3.0,-3.0,0.8816117270315815
11675,6376,512601_mpc,512501_mpc,56.25,70.5,-14.25,0.0,0.9697302126645666
17522,8850,508402_bpc,509002_bpc,10.0,23.75,-13.75,-37.0,0.8996692094468942
23137,18932,501801_mpc,502202_bpc,25.0,13.75,11.25,32.0,0.9097660425382429
37905,21406,514702_bpc,514602_bpc,13.75,16.5,-2.75,-58.0,0.9071119959609559
3092,8682,512501_mpc,512602_bpc,18.75,26.25,-7.5,-11.0,0.8136141467605498
36204,13390,511702_bpc,511604_cec,17.5,8.25,9.25,-45.0,0.9245073367078418
17684,27523,502505_hec,508903_mec,12.5,11.25,1.25,-33.0,0.9004343004566047
15174,37237,514001_mpc,514202_bpc,26.25,26.25,0.0,4.0,0.8790242730659092
8271,25624,507001_mpc,506501_mpc,31.25,26.0,5.25,9.0,0.755846998544669
20963,1687,507501_mpc,508101_mpc,22.5,27.5,-5.0,14.0,0.945864518282391
18132,10110,508904_cec,505204_cec,17.5,8.75,8.75,2.0,0.8848263517177053
15491,8681,501602_bpc,501502_bpc,67.25,77.5,-10.25,-4.0,0.9490643461446325
4797,2409,505203_mec,505204_cec,28.5,12.5,16.0,2.0,0.7736287712973713
10362,4799,509001_mpc,508701_mpc,36.25,36.25,0.0,-24.0,0.6888918377399827
13542,22542,502701_mpc,506502_bpc,56.5,67.5,-11.0,-10.0,0.8991272097368727
566,8181,505602_bpc,505501_mpc,35.0,42.5,-7.5,-17.0,0.6181486080181315
12959,33466,501602_bpc,501502_bpc,14.25,27.75,-13.5,20.0,0.8959659348297806
8784,14342,505401_mpc,506002_bpc,37.5,42.5,-5.0,2.0,0.6558993512694276
30182,5977,515001_mpc,509501_mpc,73.75,101.25,-27.5,-4.0,0.9766635710716387
14,11605,501502_bpc,502102_bpc,42.5,41.5,1.0,-5.0,0.8832403679193203
27759,6037,505402_bpc,505203_mec,75.0,84.5,-9.5,1.0,0.9756317507393023
8068,38490,504504_cec,504904_cec,23.75,22.5,1.25,-6.0,0.9440720113404399
6443,20841,507302_bpc,506702_bpc,33.75,31.75,2.0,-3.0,0.8533813265123953
25073,32814,503802_bpc,504002_bpc,35.0,33.75,1.25,37.0,0.7853638528321094
15769,12730,514902_bpc,514802_bpc,36.0,37.75,-1.75,-6.0,0.8711677594074185
23318,27301,514002_bpc,514202_bpc,17.0,13.75,3.25,10.0,0.8499362003037412
13311,13127,501903_mec,501802_bpc,35.25,33.5,1.75,-15.0,0.87294944993615
18830,9868,509002_bpc,504202_bpc,26.0,16.5,9.5,15.0,0.8972975390265722
4313,4074,508101_mpc,507701_mpc,17.5,15.0,2.5,3.0,0.9681792404229403
4295,33999,513504_cec,512104_cec,30.0,31.25,-1.25,-6.0,0.8267925794630258
23134,7549,505102_bpc,505502_bpc,2.5,13.75,-11.25,21.0,0.9626927302238176
37879,16398,512902_bpc,512801_mpc,43.75,61.25,-17.5,-3.0,0.7234297395460095
25906,36356,510101_mpc,513201_mpc,70.0,100.25,-30.25,-10.0,0.9224938507352857
1921,17689,508302_bpc,509502_bpc,25.0,30.25,-5.25,-46.0,0.8759284018986352
13128,36819,511802_bpc,511702_bpc,40.0,44.0,-4.0,-6.0,0.8235346873245102
17089,4831,505402_bpc,505602_bpc,68.0,64.75,3.25,-2.0,0.9430655200127707
26215,25900,506702_bpc,507001_mpc,42.5,61.25,-18.75,8.0,0.6831098559238664
17517,6344,504401_mpc,504503_mec,37.0,25.0,12.0,30.0,0.6169010905263206
32170,23509,512104_cec,513704_cec,16.25,3.75,12.5,28.0,0.922059401214023
15718,7556,514501_mpc,511604_cec,31.5,25.0,6.5,-9.0,0.5939534993770985
9122,13980,506501_mpc,506701_mpc,30.25,27.5,2.75,-3.0,0.8283342232524977
28762,24964,512401_mpc,512202_bpc,23.75,15.25,8.5,23.0,0.9076595047349296
6008,3974,503202_bpc,503602_bpc,39.0,37.75,1.25,12.0,0.7042297683540573
7396,16863,501502_bpc,501602_bpc,45.0,42.25,2.75,4.0,0.8463417010661113
18327,6473,508401_mpc,508301_mpc,43.75,45.0,-1.25,15.0,0.8210540753995238
8577,17859,507001_mpc,506404_cec,22.5,21.5,1.0,-27.0,0.8741115299927891
88,1473,512701_mpc,512501_mpc,58.75,56.75,2.0,-31.0,0.9331018937523634
23997,29576,505203_mec,505801_mpc,46.25,63.75,-17.5,20.0,0.7725431429235133
1394,32472,508802_bpc,504002_bpc,11.25,4.25,7.0,-2.0,0.8964295058027385
12736,23909,514801_mpc,514701_mpc,49.0,53.75,-4.75,10.0,0.8972930108885165
5333,8869,509301_mpc,515001_mpc,45.25,54.25,-9.0,-13.0,0.829004498260949
5270,14417,506601_mpc,506801_mpc,26.25,29.0,-2.75,33.0,0.8221459858889032
2208,2993,507702_bpc,508202_bpc,25.0,22.5,2.5,-14.0,0.9264009782251144
5660,4709,507002_bpc,506502_bpc,25.5,26.25,-0.75,11.0,0.9120126189360255
7839,843,509105_hec,509301_mpc,18.75,22.5,-3.75,17.0,0.9034682859505464
14456,27592,512202_bpc,512402_bpc,34.0,42.5,-8.5,14.0,0.6468543995770523
5411,7438,506001_mpc,505501_mpc,10.0,10.0,0.0,-21.0,0.8939498392319138
21360,20581,505701_mpc,505602_bpc,61.5,63.75,-2.25,1.0,0.9592672381729074
4755,36440,507501_mpc,508202_bpc,85.0,71.5,13.5,3.0,0.9863448979813081
7179,19691,502201_mpc,502101_mpc,44.5,48.25,-3.75,21.0,0.8261275485159421
9670,19809,513104_cec,513602_bpc,11.25,-5.0,16.25,11.0,0.8663348156460944
9136,3811,509302_bpc,508802_bpc,39.25,42.5,-3.25,-1.0,0.8339187316978932
20497,21711,506502_bpc,506501_mpc,43.75,43.5,0.25,-14.0,0.8850831978425093
20069,33396,514202_bpc,513904_cec,13.0,10.5,2.5,2.557129,0.8941866057261552
18697,17522,509002_bpc,508402_bpc,11.25,10.0,1.25,30.0,0.995730665279895
10057,14065,501502_bpc,502201_mpc,45.25,42.5,2.75,9.0,0.9074079010274568
29302,17972,514202_bpc,514002_bpc,41.5,44.75,-3.25,-21.442871,0.7812489326749255
24305,26980,512901_mpc,512801_mpc,26.75,35.0,-8.25,5.0,0.8328570651106464
4107,2419,504202_bpc,503801_mpc,21.25,23.0,-1.75,-4.0,0.8936138648857557
19077,24305,512801_mpc,512901_mpc,32.5,26.75,5.75,33.0,0.8539831367924263
26011,27412,514901_mpc,514701_mpc,84.0,76.5,7.5,2.0,0.986250982585722
15688,3668,505901_mpc,505701_mpc,66.25,68.75,-2.5,25.0,0.9602305706469031
24848,16989,511902_bpc,512201_mpc,40.75,42.25,-1.5,20.0,0.8483746658328445
3973,33148,501903_mec,505203_mec,11.25,4.0,7.25,-17.0,0.8676378511580616
15180,1213,504001_mpc,508802_bpc,4.5,11.0,-6.5,-57.0,0.9805848560362965
9341,28989,507701_mpc,506801_mpc,40.0,37.25,2.75,-3.0,0.7946080574865283
6190,11339,513601_mpc,511702_bpc,14.75,26.5,-11.75,17.0,0.8988679110941633
15976,27162,503002_bpc,502505_hec,25.0,22.5,2.5,3.0,0.9020816792120943
22776,18302,504002_bpc,503601_mpc,55.5,55.25,0.25,1.0,0.8752708582477464
27816,31877,511802_bpc,511603_mec,48.75,62.25,-13.5,6.0,0.7725439300539116
18222,7897,512502_bpc,512702_bpc,41.25,58.75,-17.5,-45.0,0.7398065027926353
9606,39386,512701_mpc,512601_mpc,41.25,43.75,-2.5,-19.0,0.773556444319271
27546,8806,513404_cec,514302_bpc,15.25,18.25,-3.0,14.0,0.9660759173138519
7353,11135,503202_bpc,503802_bpc,61.25,68.75,-7.5,26.0,0.8932222863855965
33415,31045,514202_bpc,514201_mpc,10.25,12.25,-2.0,-8.0,0.9634689773257044
31969,25755,508801_mpc,509401_mpc,40.0,35.25,4.75,-12.0,0.8167178616678429
34713,11812,511902_bpc,512104_cec,24.25,26.25,-2.0,5.0,0.9321624666692021
10370,3675,508102_bpc,507802_bpc,28.75,27.5,1.25,-5.0,0.9470640777417926
32126,10942,514202_bpc,514002_bpc,36.0,41.25,-5.25,38.0,0.7452766545305334
12478,6637,504503_mec,504903_mec,28.25,21.5,6.75,18.0,0.8750273356231781
8601,14281,508202_bpc,507904_cec,23.75,12.5,11.25,41.0,0.8653843158319815
11008,27011,509105_hec,508904_cec,24.0,15.25,8.75,-1.0,0.75654785877366
9881,37082,511802_bpc,513403_mec,84.5,77.25,7.25,-3.0,0.9493661697825913
27692,1462,511801_mpc,511701_mpc,37.5,27.5,10.0,8.0,0.5986689631972902
29743,6950,503102_bpc,503202_bpc,57.5,75.5,-18.0,-5.0,0.8729757662198929
3488,12959,502101_mpc,501602_bpc,19.25,14.25,5.0,-9.0,0.8850004481713862
11018,2240,512402_bpc,511902_bpc,2.5,13.75,-11.25,15.0,0.9807348797953465
10059,8271,506501_mpc,507001_mpc,34.75,31.25,3.5,12.0,0.7474462602866279
19691,31504,502101_mpc,502202_bpc,48.25,54.0,-5.75,11.0,0.8832188489193978
7572,30090,506904_cec,507002_bpc,50.25,65.0,-14.75,9.0,0.7354923481127233
4931,23507,507401_mpc,507501_mpc,40.0,45.0,-5.0,-1.0,0.7609935176166818
32521,4795,504402_bpc,504702_bpc,54.25,48.75,5.5,-9.0,0.9319986677942562
37910,5658,507701_mpc,507801_mpc,21.25,20.0,1.25,24.0,0.9500258095754035
4663,3385,513503_mec,513103_mec,17.5,19.5,-2.0,10.0,0.9552325247559496
23804,3205,515002_bpc,503904_cec,32.5,20.0,12.5,8.0,0.6340897041009546
20700,13898,503101_mpc,502702_bpc,23.75,13.75,10.0,-35.0,0.7695257504881609
38692,7478,505204_cec,505502_bpc,21.5,27.0,-5.5,-37.0,0.8879121638136668
14011,39192,514802_bpc,514701_mpc,27.5,31.5,-4.0,-18.0,0.906177703093853
22307,16170,514201_mpc,514001_mpc,18.75,17.0,1.75,4.0,0.9093269525798793
7389,6676,503202_bpc,505302_bpc,11.5,-1.0,12.5,46.0,0.8598098195853565
9833,3518,513503_mec,513103_mec,6.25,15.0,-8.75,-1.0,0.9074487908903156
34603,34677,505302_bpc,505802_bpc,56.25,77.25,-21.0,-22.0,0.9317289252512635
37093,1193,505502_bpc,501601_mpc,24.25,19.75,4.5,24.0,0.8699473599218568
2895,4735,503904_cec,504201_mpc,18.25,15.5,2.75,11.0,0.8949402679450142
31420,14457,501801_mpc,501802_bpc,30.75,29.25,1.5,-10.0,0.9017525827347441
2895,19064,503904_cec,504202_bpc,18.25,21.5,-3.25,-15.0,0.8722262316215825
19563,26517,514801_mpc,513104_cec,26.5,20.0,6.5,62.0,0.882637698140985
14512,18833,509301_mpc,509201_mpc,42.5,39.0,3.5,4.0,0.7768204560881992
19087,17285,502101_mpc,501601_mpc,51.25,54.5,-3.25,-5.0,0.9285957336282364
5495,35080,506601_mpc,507001_mpc,36.75,23.75,13.0,4.0,0.6422097499111535
17988,26273,505601_mpc,505702_bpc,26.25,18.0,8.25,9.442871,0.8269746737472088
32222,20167,506701_mpc,506501_mpc,58.5,63.75,-5.25,0.0,0.8618342256998925
19844,2806,508701_mpc,508301_mpc,51.25,66.25,-15.0,-10.0,0.9299771992901582
37129,35567,507201_mpc,506501_mpc,74.0,66.25,7.75,11.0,0.9562720315163687
65,11675,512602_bpc,512601_mpc,46.5,56.25,-9.75,-6.0,0.8856920744324023
37865,1702,502102_bpc,501502_bpc,66.5,62.5,4.0,-3.0,0.9824681585516533
7591,29807,506202_bpc,506302_bpc,44.0,48.0,-4.0,-2.0,0.7597417773670834
22905,10465,513904_cec,513404_cec,16.25,7.5,8.75,4.0,0.9404542632108933
5310,4170,514502_bpc,514501_mpc,40.5,41.5,-1.0,34.0,0.7597413285979362
798,21134,513904_cec,513704_cec,11.25,6.25,5.0,15.0,0.9461295600737467
21424,29326,514202_bpc,514201_mpc,38.75,28.75,10.0,2.0,0.6928496764745177
12663,20181,502504_cec,506904_cec,35.5,26.25,9.25,-2.0,0.6274889234247434
16378,28574,509202_bpc,508702_bpc,48.75,49.5,-0.75,0.0,0.9580437044060649
11464,16566,508904_cec,507904_cec,45.0,57.5,-12.5,-4.0,0.7481238762818889
17085,36517,513602_bpc,514002_bpc,46.75,43.75,3.0,-9.0,0.8316183973564276
25731,10842,511304_cec,511303_mec,22.5,17.75,4.75,-35.0,0.961604633351379
3435,2265,511801_mpc,511701_mpc,40.0,41.25,-1.25,2.0,0.8764327803238167
3043,12711,509502_bpc,509302_bpc,46.75,40.75,6.0,-13.0,0.8736865729562671
14579,10312,501801_mpc,502202_bpc,55.0,57.5,-2.5,22.0,0.9381181093823204
6739,4937,507601_mpc,507702_bpc,16.75,10.0,6.75,19.0,0.9721828235312522
14346,17684,502504_cec,502505_hec,28.75,12.5,16.25,52.0,0.7719025903672387
26436,2026,505802_bpc,505602_bpc,17.5,14.25,3.25,5.0,0.9257985396349138
27996,28720,511901_mpc,512402_bpc,35.0,27.75,7.25,29.0,0.7972293091811752
12951,28940,502202_bpc,507402_bpc,46.25,63.75,-17.5,-38.0,0.7101899681395492
23367,14358,508301_mpc,509104_cec,31.5,17.5,14.0,15.0,0.7302681930654162
4759,30976,514202_bpc,513503_mec,24.25,19.0,5.25,8.0,0.9448433004517351
23367,8652,508301_mpc,509105_hec,31.5,17.5,14.0,-12.0,0.6650150311331935
12956,8281,502005_hec,502101_mpc,29.5,28.75,0.75,-3.0,0.7685667513773188
20302,20841,507302_bpc,506702_bpc,28.5,31.75,-3.25,-8.0,0.8856930575574488
23130,6431,503201_mpc,503601_mpc,36.75,37.25,-0.5,-7.0,0.8210815985795715
36563,10288,503101_mpc,503905_hec,21.25,7.25,14.0,12.0,0.8355971072138197
14853,17385,506601_mpc,506404_cec,27.5,21.25,6.25,4.0,0.8704671230541405
24931,14987,502505_hec,503001_mpc,6.25,8.25,-2.0,40.0,0.9605574925407103
9341,21615,507701_mpc,507301_mpc,40.0,36.75,3.25,-1.0,0.7943944001229395
857,8682,512702_bpc,512602_bpc,20.0,26.25,-6.25,-20.0,0.8329372262043377
20770,12884,505302_bpc,505401_mpc,67.0,58.5,8.5,9.0,0.9617715948245447
6578,6459,511902_bpc,512202_bpc,17.75,29.25,-11.5,-23.0,0.8740844837018811
13746,1320,512401_mpc,510101_mpc,27.5,32.25,-4.75,13.0,0.8644821905465159
21291,27759,505501_mpc,505402_bpc,81.25,75.0,6.25,-1.0,0.9883576665391126
20694,11186,508002_bpc,507402_bpc,23.75,23.75,0.0,-12.0,0.9513768974089007
14130,5938,512104_cec,510102_bpc,30.0,21.25,8.75,-2.0,0.7015738399778303
22905,29422,513904_cec,513704_cec,16.25,17.5,-1.25,19.0,0.9761018434493712
22516,24699,510101_mpc,512104_cec,35.0,26.25,8.75,-10.0,0.74197953842019
6364,36478,511801_mpc,511802_bpc,43.75,49.0,-5.25,-5.0,0.7152525619466112
4929,35339,503302_bpc,503905_hec,7.75,20.0,-12.25,-36.0,0.9223674321732439
15299,966,508501_mpc,506601_mpc,16.5,10.25,6.25,11.0,0.9079112493951291
14663,3269,509301_mpc,509401_mpc,42.5,44.5,-2.0,-7.0,0.8987429922573397
3492,26403,513202_bpc,513201_mpc,66.5,58.5,8.0,-2.0,0.9549130428039009
21307,10195,503602_bpc,503102_bpc,41.25,46.0,-4.75,23.0,0.7976313109532166
8424,23804,508701_mpc,515002_bpc,36.5,32.5,4.0,5.0,0.45825965267526814
22378,18448,504001_mpc,503904_cec,33.75,26.5,7.25,6.0,0.7629610943406246
3407,20307,504401_mpc,504701_mpc,36.25,28.75,7.5,10.0,0.7288716807661288
10403,33944,506001_mpc,506002_bpc,16.75,10.0,6.75,-12.0,0.9687174726991192
14966,6501,506001_mpc,505302_bpc,20.0,12.5,7.5,-2.0,0.9132300975660094
4901,14126,507702_bpc,507904_cec,14.25,3.25,11.0,25.0,0.9651578747345197
27816,26713,511802_bpc,511702_bpc,48.75,54.5,-5.75,2.0,0.7479647427693078
29966,23760,511402_bpc,511604_cec,8.75,12.5,-3.75,-1.0,0.930343993747477
31154,4118,502102_bpc,501502_bpc,44.0,55.0,-11.0,-3.0,0.8789311511645139
22548,798,512104_cec,513904_cec,8.75,11.25,-2.5,-28.0,0.9482476660266154
26328,26728,513704_cec,513403_mec,19.0,5.5,13.5,-21.0,0.9291211589841669
38749,2821,514001_mpc,514202_bpc,25.0,8.75,16.25,-6.0,0.8544590327581995
5705,7755,501502_bpc,501903_mec,19.0,20.75,-1.75,3.0,0.9032505088412034
21264,1752,506702_bpc,506602_bpc,32.5,35.0,-2.5,-14.0,0.8092187836828799
112,3862,512701_mpc,513601_mpc,15.25,1.25,14.0,-20.0,0.836511044522113
23509,7336,513704_cec,512104_cec,3.75,6.0,-2.25,8.0,0.9689010555894243
21459,10163,509501_mpc,508801_mpc,31.25,30.25,1.0,10.0,0.9293026687563395
2596,30620,508001_mpc,507602_bpc,36.25,37.75,-1.5,0.0,0.8932393899287618
6933,10459,512701_mpc,512502_bpc,31.5,22.0,9.5,-9.0,0.8350012901858902
3784,4593,507502_bpc,507402_bpc,23.75,20.5,3.25,-5.0,0.9623741881523057
25359,20799,515001_mpc,508903_mec,29.5,16.5,13.0,-12.0,0.8237257502482166
8869,19527,515001_mpc,509501_mpc,54.25,53.25,1.0,-2.0,0.9067129519468762
18285,7935,504903_mec,504904_cec,23.75,23.75,0.0,-1.0,0.896738320723439
18004,22384,503601_mpc,503802_bpc,52.25,55.0,-2.75,-3.0,0.8596682327901077
7484,24805,501502_bpc,502102_bpc,36.25,38.75,-2.5,-7.0,0.8330041655262796
28303,18742,505602_bpc,505102_bpc,30.5,33.25,-2.75,-16.0,0.8732306356060657
2840,3358,508002_bpc,507602_bpc,31.5,31.25,0.25,9.0,0.9032736169386889
3327,17065,509402_bpc,508502_bpc,72.0,66.75,5.25,13.0,0.9493430744307854
23713,21715,508903_mec,506701_mpc,19.0,26.75,-7.75,-19.0,0.8623954631050645
30300,27523,506702_bpc,508903_mec,8.75,11.25,-2.5,-8.0,0.9112406080049295
24246,6314,505601_mpc,505602_bpc,71.5,85.5,-14.0,14.442871,0.9431664356429424
17282,17216,506802_bpc,506701_mpc,24.75,14.5,10.25,5.0,0.9087927698322381
18302,24584,503601_mpc,504201_mpc,55.25,54.0,1.25,23.442871,0.8687165194048108
34087,21031,514802_bpc,514701_mpc,35.0,31.75,3.25,-5.0,0.7860120053105801
3347,8340,501602_bpc,502004_cec,21.25,17.75,3.5,18.0,0.9528955455837613
25205,21290,514601_mpc,514801_mpc,32.5,29.25,3.25,2.0,0.7901338933327908
2665,25715,507002_bpc,507202_bpc,25.0,28.0,-3.0,-30.0,0.8678556833487878
28292,11718,513403_mec,511604_cec,36.5,35.75,0.75,30.0,0.7113288556626025
6319,5223,509302_bpc,509104_cec,16.25,21.25,-5.0,-2.0,0.8835806878290685
17079,29050,505301_mpc,505702_bpc,86.25,83.75,2.5,17.0,0.9749187184357121
21100,20379,509502_bpc,511902_bpc,6.25,-2.5,8.75,15.0,0.8871349546373499
1512,4155,507702_bpc,507402_bpc,25.0,23.75,1.25,-42.0,0.9709296681408085
26509,22543,514902_bpc,514801_mpc,46.0,40.0,6.0,-26.0,0.8308199404854384
19517,23184,502505_hec,502801_mpc,25.25,21.0,4.25,-13.0,0.9299732538273375
33279,17015,510102_bpc,512202_bpc,23.75,20.25,3.5,28.0,0.9431471817869724
16607,21715,507702_bpc,506701_mpc,37.5,26.75,10.75,-18.0,0.5970752063559754
4656,7933,504201_mpc,504001_mpc,32.5,23.25,9.25,-13.557129,0.7966617361209334
19768,25343,509401_mpc,509001_mpc,32.5,29.0,3.5,16.0,0.892102316181337
4962,11536,506404_cec,506904_cec,21.25,25.25,-4.0,-2.0,0.9056626572823412
