,pair_id,pair_bin,student_id,candidate_id_68k,gtot,college_attended,englishmarks_12,gtot_dm,englishmarks_12_dm
143,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010044124,2010044124,929.0,501502_bpc,87.0,25.35294117647061,0.764705882352942
144,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010045268,2010045268,544.0,501903_mec,70.0,-359.6470588235294,-16.235294117647058
145,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010003431,2010003431,919.0,501502_bpc,77.0,15.352941176470608,-9.235294117647058
146,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010019872,2010019872,870.0,501502_bpc,83.0,-33.64705882352939,-3.235294117647058
147,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010021740,2010021740,946.0,501502_bpc,88.0,42.35294117647061,1.764705882352942
148,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010022398,2010022398,929.0,501502_bpc,95.0,25.35294117647061,8.764705882352942
149,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010023040,2010023040,922.0,501502_bpc,91.0,18.35294117647061,4.764705882352942
150,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010009694,2010009694,937.0,501502_bpc,90.0,33.35294117647061,3.764705882352942
151,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010010214,2010010214,961.0,501502_bpc,94.0,57.35294117647061,7.764705882352942
152,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010010983,2010010983,901.0,501502_bpc,86.0,-2.6470588235293917,-0.235294117647058
153,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010012748,2010012748,955.0,501502_bpc,93.0,51.35294117647061,6.764705882352942
154,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010012791,2010012791,919.0,501502_bpc,86.0,15.352941176470608,-0.235294117647058
155,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010013003,2010013003,909.0,501502_bpc,71.0,5.352941176470608,-15.235294117647058
156,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010013034,2010013034,918.0,501502_bpc,92.0,14.352941176470608,5.764705882352942
157,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010042864,2010042864,927.0,501502_bpc,85.0,23.35294117647061,-1.235294117647058
158,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_44,2010028173,2010028173,934.0,501502_bpc,88.0,30.35294117647061,1.764705882352942
159,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010030929,2010030929,905.0,501502_bpc,83.0,3.0,-5.200000000000003
160,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010017343,2010017343,883.0,501502_bpc,85.0,-19.0,-3.200000000000003
161,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010003355,2010003355,943.0,501502_bpc,93.0,41.0,4.799999999999997
162,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010017962,2010017962,939.0,501502_bpc,94.0,37.0,5.799999999999997
163,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010018096,2010018096,911.0,501502_bpc,96.0,9.0,7.799999999999997
164,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010032613,2010032613,641.0,501903_mec,86.0,-261.0,-2.200000000000003
165,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010012197,2010012197,949.0,501502_bpc,77.0,47.0,-11.200000000000003
166,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010012695,2010012695,979.0,501502_bpc,94.0,77.0,5.799999999999997
167,501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_45_49,2010012779,2010012779,906.0,501502_bpc,84.0,4.0,-4.200000000000003
