stream,college_code,coef,std_err
MPC,514801_mpc,-7.50133128520225,7.821392123302153
MPC,514901_mpc,-8.38190013869626,5.183488641776581
MPC,515001_mpc,-31.115439276485787,9.910050588500134
CEC,502004_cec,11.88781746031746,5.6791501493448315
CEC,502504_cec,0.6040123456790143,6.465905655802253
CEC,503904_cec,44.442945326278654,12.877893714723283
CEC,504504_cec,-13.851851851851851,9.573301013276804
CEC,504904_cec,17.200000000000003,9.922404796441036
CEC,505204_cec,0.8747412008281477,3.454085462819439
CEC,506404_cec,-10.519549356539162,8.849778467446704
CEC,506904_cec,4.008308080808074,9.072548187296565
CEC,507904_cec,22.294573643410857,9.604865488772553
CEC,508904_cec,-31.205855855855862,17.831017079586537
CEC,509104_cec,-17.114583333333343,18.30186487680265
CEC,511304_cec,16.595352564102562,5.708087193050649
CEC,511604_cec,-12.342877211089133,5.134909883360719
CEC,512104_cec,-13.052862106046813,3.8204436834552533
CEC,513104_cec,-15.980037143926026,4.821029648166264
CEC,513404_cec,30.14693429623336,7.586305197576279
CEC,513504_cec,-0.3060260001436479,3.2591162363725608
CEC,513704_cec,-1.2624864319554563,3.090554119494066
CEC,513904_cec,9.329190539852299,3.4967787539225084
MEC,504503_mec,-10.03737107921318,5.086030256144746
MEC,504903_mec,15.454033906314622,5.222336671740945
MEC,505203_mec,-9.766388888888885,4.952937402239135
MEC,506903_mec,-5.587059620596205,4.330530660455826
MEC,508903_mec,0.7708333333333357,5.204400354683791
MEC,511303_mec,13.235328638497647,4.798691338071919
MEC,511603_mec,-8.493904434626085,3.6690610818965936
MEC,513103_mec,-13.869371243643087,3.7079696502587627
MEC,513403_mec,10.897005400098184,4.760502483751087
MEC,513503_mec,-2.7760905140793435,3.2949303578086333
MEC,513903_mec,11.538558369005298,3.7023763804439698
