specification,college_code,value_added,std_error,t_value,p_value,ci_lower,ci_upper,sig,baseline_college
attempt_1,507402_bpc,-3.092975040101744,1.4188437311829565,-2.1799264937534635,0.02926291069939357,-5.873857652910769,-0.31209242729271924,*,501502_bpc
attempt_1,508702_bpc,-3.4100320206117622,1.5530118560422466,-2.1957540165224594,0.02810955458537193,-6.453879326018269,-0.366184715205256,*,501502_bpc
attempt_1,503905_hec,-3.442181742760496,1.6791831198686458,-2.0499144506822824,0.040372779791282,-6.733320181150646,-0.15104330437034585,*,501502_bpc
attempt_1,501801_mpc,-3.4567918222868794,0.8641817067338312,-4.000075210283958,6.332235587548029e-05,-5.150556843583543,-1.7630268009902152,***,501502_bpc
attempt_1,502702_bpc,-3.5206254395338776,1.3944777553455705,-2.5246910006545202,0.011580005880341165,-6.253751617253453,-0.7874992618143026,*,501502_bpc
attempt_1,501602_bpc,-3.559581562879964,0.7227923144984802,-4.924763990261615,8.446223222692223e-07,-4.976228467599333,-2.142934658160595,***,501502_bpc
attempt_1,505102_bpc,-3.6437682435327816,1.6337330245244106,-2.2303327341953585,0.02572536156581374,-6.845826131954319,-0.441710355111244,*,501502_bpc
attempt_1,507502_bpc,-3.6558892150369133,1.4795357028028613,-2.470970594431162,0.013474689820568618,-6.555725906371679,-0.7560525237021483,*,501502_bpc
attempt_1,507401_mpc,-3.6586249588334954,1.39164058081644,-2.629001345079398,0.008563602220439533,-6.386190376658121,-0.9310595410088705,**,501502_bpc
attempt_1,506501_mpc,-3.8536669576032696,1.410498928769661,-2.73213036819866,0.006292623603258579,-6.618194058224132,-1.0891398569824071,**,501502_bpc
attempt_1,502102_bpc,-3.962443377165294,0.8641160910257081,-4.58554518115947,4.528033397621559e-06,-5.6560797940372165,-2.268806960293371,***,501502_bpc
attempt_1,506701_mpc,-4.242595691419875,1.674910348415411,-2.533028526233469,0.011308174980705998,-7.5253596516475145,-0.9598317311922355,*,501502_bpc
attempt_1,506502_bpc,-4.522528395643882,1.3590251211307414,-3.3277739501099366,0.0008754286922143623,-7.1861686871453205,-1.8588881041424448,***,501502_bpc
attempt_1,506101_mpc,-4.5601849530334775,1.1422873463263392,-3.992152209073567,6.547632180812588e-05,-6.799027011828934,-2.321342894238021,***,501502_bpc
attempt_1,504702_bpc,-4.5879214565263515,1.7715671596827134,-2.5897530508231172,0.009604480369395844,-8.06012928569839,-1.1157136273543142,**,501502_bpc
attempt_1,508101_mpc,-4.624878080995709,1.5373046460844533,-3.008433034256007,0.0026259866770205653,-7.637939820587331,-1.611816341404086,**,501502_bpc
attempt_1,508701_mpc,-4.719667256449831,1.4501076926511764,-3.2547012062400995,0.0011351172132428432,-7.5618261077506155,-1.8775084051490474,**,501502_bpc
attempt_1,505401_mpc,-4.8915659276201024,1.5392633092938388,-3.177861707016316,0.0014836549933042336,-7.908466576559965,-1.8746652786802405,**,501502_bpc
