specification,college_code,value_added,std_error,t_value,p_value,ci_lower,ci_upper,sig,baseline_college
attempt_1,512701_mpc,-22.41757640615586,1.7102002268070369,-13.108158948154117,2.9568938465821764e-39,-25.769507257049884,-19.065645555261835,***,501502_bpc
attempt_1,512702_bpc,-22.622657224941623,1.6863434526963292,-13.415213365207302,4.92513586755536e-41,-25.927829657791353,-19.317484792091893,***,501502_bpc
attempt_1,513504_cec,-22.83301754446004,1.6370653576944834,-13.947529606647045,3.2569240801334025e-44,-26.041606685879408,-19.624428403040675,***,501502_bpc
attempt_1,512104_cec,-23.481408366603535,1.6652243614351683,-14.101047828994142,3.7417234537368075e-45,-26.745188141195175,-20.217628592011895,***,501502_bpc
attempt_1,514702_bpc,-23.712845447766735,2.266724579246263,-10.461282179969034,1.3008330341001595e-25,-28.155543985961117,-19.270146909572354,***,501502_bpc
attempt_1,512202_bpc,-24.146570403902732,2.0474029640297173,-11.793755713031318,4.203678211257102e-32,-28.159406475241532,-20.133734332563932,***,501502_bpc
attempt_1,514002_bpc,-24.187400045274135,2.4409306405093054,-9.90908944476496,3.8009434946192056e-23,-28.97153618943266,-19.40326390111561,***,501502_bpc
attempt_1,512201_mpc,-25.414030111967374,1.8322181343933144,-13.87063561642047,9.542740354423701e-44,-29.00511166719944,-21.82294855673531,***,501502_bpc
attempt_1,511702_bpc,-26.66158523762668,2.169906597757584,-12.286973672129108,1.0641576727393346e-34,-30.914524019047388,-22.408646456205975,***,501502_bpc
attempt_1,513104_cec,-27.4412260838006,1.8550279907710006,-14.792890576489508,1.6280891110084182e-49,-31.07701413602546,-23.80543803157574,***,501502_bpc
attempt_1,513704_cec,-27.6424427765678,1.5470515549277362,-17.867822625897556,2.100337366644778e-71,-30.674608106452855,-24.610277446682748,***,501502_bpc
attempt_1,512402_bpc,-27.788979473896703,2.0047788705479035,-13.861368893169754,1.085835279017744e-43,-31.718273857137483,-23.859685090655923,***,501502_bpc
attempt_1,512802_bpc,-27.900022484946703,1.6446729364935662,-16.963872795541587,1.5198828448912655e-64,-31.123522206821825,-24.67652276307158,***,501502_bpc
attempt_1,514502_bpc,-28.13756542727044,2.316492241640683,-12.146626231453157,5.978198892201199e-34,-32.67780679135264,-23.597324063188246,***,501502_bpc
attempt_1,512401_mpc,-28.25434355297058,1.9603290417984953,-14.413061761840124,4.28294684406968e-47,-32.09651787274355,-24.412169233197616,***,501502_bpc
attempt_1,512501_mpc,-29.372774685190326,2.0144583210290716,-14.580979104191867,3.7115512716942055e-48,-33.321040442764335,-25.42450892761632,***,501502_bpc
attempt_1,512502_bpc,-32.59085484249706,2.296327136491054,-14.192601012544811,1.0181130473123828e-45,-37.09157332674152,-28.0901363582526,***,501502_bpc
attempt_1,514501_mpc,-34.227312222858274,2.0633756040037485,-16.588018272797264,8.508170042653997e-62,-38.2714540932842,-30.183170352432345,***,501502_bpc
