,pair_id,pair_bin,student_id,candidate_id_68k,gtot,college_attended,englishmarks_12
191,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_10_19,2010047040,2010047040,530.0,501904_CEC,60.0
192,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_10_19,2010047626,2010047626,907.0,501502_BPC,80.0
193,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_10_19,2010020401,2010020401,909.0,501502_BPC,93.0
194,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_10_19,2010013397,2010013397,915.0,501502_BPC,95.0
195,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010059735,2010059735,838.0,501502_BPC,71.0
196,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010048560,2010048560,938.0,501502_BPC,90.0
197,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010063690,2010063690,657.0,501904_CEC,81.0
198,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010020368,2010020368,865.0,501502_BPC,92.0
199,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010051195,2010051195,796.0,501502_BPC,76.0
200,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010022521,2010022521,881.0,501502_BPC,83.0
201,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010055098,2010055098,894.0,501502_BPC,86.0
202,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010012955,2010012955,905.0,501502_BPC,95.0
203,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010013135,2010013135,910.0,501502_BPC,91.0
204,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010013275,2010013275,917.0,501502_BPC,95.0
205,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010013622,2010013622,935.0,501502_BPC,90.0
206,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010043545,2010043545,664.0,501904_CEC,81.0
207,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010000553,2010000553,885.0,501502_BPC,83.0
208,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010015137,2010015137,907.0,501502_BPC,90.0
209,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010044596,2010044596,857.0,501904_CEC,94.0
210,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010015453,2010015453,949.0,501502_BPC,90.0
211,501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010015662,2010015662,940.0,501502_BPC,91.0
