college_stream,value_added,std_error,t_value,p_value,ci_lower,ci_upper,college_code,stream,sig
513503_mec_mec,-0.44563573907362486,0.9895999697919091,-0.45031907101546514,0.6524803896876868,-2.385216038967692,1.4939445608204425,513503_mec,mec,
506102_bpc_bpc,-0.6105345210921023,0.8315749131909266,-0.7341906440507613,0.4628325548252812,-2.2403914013933406,1.0193223592091358,506102_bpc,bpc,
503101_mpc_mpc,-0.963038106119237,0.9142916561915616,-1.0533160831093291,0.2921961501645597,-2.755016823620175,0.8289406113817013,503101_mpc,mpc,
502005_hec_hec,-0.97897506840682,0.7645781860599169,-1.2804119791224355,0.20040028316914082,-2.4775207764492215,0.5195706396355816,502005_hec,hec,
508904_cec_cec,-1.0139337851840204,1.294595925929818,-0.7832048323926112,0.43350683762374387,-3.5512951745387475,1.5234276041707064,508904_cec,cec,
511303_mec_mec,-1.1082912233740236,1.42098343793054,-0.7799466156960225,0.43542229836401836,-3.893367584345789,1.6767851375977418,511303_mec,mec,
506302_bpc_bpc,-1.1381841157105628,0.861723084376253,-1.3208235178409111,0.18656021614149365,-2.827130325734789,0.5507620943136633,506302_bpc,bpc,
509002_bpc_bpc,-1.2362136725130488,0.9272089510008621,-1.3332633072390383,0.1824454104939912,-3.0535098226179023,0.5810824775918046,509002_bpc,bpc,
504402_bpc_bpc,-1.2858862544564604,0.7388986566297016,-1.7402741809299043,0.08181088542397658,-2.7341010096757037,0.1623285007627826,504402_bpc,bpc,
502505_hec_hec,-1.3430121815327598,1.066941680690923,-1.258749382312125,0.20812086850263323,-3.4341794492916033,0.7481550862260837,502505_hec,hec,
507502_bpc_bpc,-1.3603460696357759,0.7126105316465922,-1.9089615003198097,0.05626705836237407,-2.757037046667037,0.036344907395485127,507502_bpc,bpc,
507301_mpc_mpc,-1.4032738318356777,1.1594802157997401,-1.2102611262476637,0.22617870927251937,-3.675813295589898,0.8692656319185428,507301_mpc,mpc,
507402_bpc_bpc,-1.4619869312453098,0.601131162978924,-2.4320597920766382,0.015013228706503902,-2.6401823606686783,-0.28379150182194124,507402_bpc,bpc,*
514301_mpc_mpc,-1.5751141115107765,0.900456576783193,-1.749239388242065,0.080249648189588,-3.3399765716480605,0.1897483486265077,514301_mpc,mpc,
514601_mpc_mpc,-1.5873122046637316,1.0875579752893676,-1.4595196216931736,0.14442214408409035,-3.718886667330194,0.544262258002731,514601_mpc,mpc,
506301_mpc_mpc,-1.5926252591809347,1.036244299075877,-1.5369206475743593,0.1243127425955279,-3.623626764554606,0.4383762461927365,506301_mpc,mpc,
509201_mpc_mpc,-1.6072046636967334,0.8111213681710442,-1.9814601448865001,0.047539694629914496,-3.196973332402833,-0.01743599499063353,509201_mpc,mpc,*
507601_mpc_mpc,-1.8224259653511836,1.1217725998840409,-1.6245948292368437,0.1042489196378498,-4.021059859967764,0.3762079292653968,507601_mpc,mpc,
503001_mpc_mpc,-1.8829433331992058,1.0916717408242094,-1.7248255705305593,0.08455891207880588,-4.022580628154801,0.2566939617563888,503001_mpc,mpc,
505203_mec_mec,-1.9244125116218556,1.0138771453433595,-1.898072681153232,0.0576865083278148,-3.9115752012431217,0.06275017799941085,505203_mec,mec,
505102_bpc_bpc,-2.1457074086725036,1.049294576563101,-2.04490469749747,0.040864254721462656,-4.202286987909388,-0.08912782943561925,505102_bpc,bpc,*
513403_mec_mec,-2.2185771555626412,1.9623887000721774,-1.1305492920342648,0.2582448405185075,-6.064788331372483,1.6276340202472004,513403_mec,mec,
508501_mpc_mpc,-2.246733547724017,1.113571240758962,-2.01759300661603,0.043633665815098685,-4.429293073831165,-0.06417402161687003,508501_mpc,mpc,*
508702_bpc_bpc,-2.2759695359699466,0.9296082781076772,-2.44831031475208,0.01435279815946073,-4.097968280791289,-0.45397079114860484,508702_bpc,bpc,*
501802_bpc_bpc,-2.353228984792859,0.6259473682420134,-3.759467815004883,0.000170275180204348,-3.580063282764836,-1.1263946868208818,501802_bpc,bpc,***
514001_mpc_mpc,-2.449897671972429,1.3243709902244738,-1.8498575475118073,0.06433408393814126,-5.045617114982045,0.14582177103718763,514001_mpc,mpc,
